Subj,List,BLOCK,TRIAL,SET,LC,CatNumber,Category,PicID,TARGET,Response,Accuracy,RT
70,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,800
70,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,682
70,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,1056
70,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,827
70,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,637
70,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,813
70,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,1016
70,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,1047
70,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,672
71,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,782
71,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,737
71,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,786
71,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,700
71,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,687
71,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,709
71,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,687
71,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,768
71,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,1043
71,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,759
71,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,741
71,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,740
71,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,601
71,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,651
71,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,723
71,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,786
71,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,786
71,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,773
71,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1137
71,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,831
71,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,782
71,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,696
71,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,714
71,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,808
